city,date,weathers
Lincoln,2/15/20,3
Lincoln,3/15/20,2
Lincoln,4/15/20,5
Lincoln,5/15/20,17
Lincoln,6/15/20,27
Lincoln,7/15/20,22
Lincoln,8/15/20,20
Lincoln,9/15/20,22
Lincoln,10/15/20,9
Lincoln,11/15/20,8
Lincoln,12/15/20,-2
Tampa,1/15/20,22
Tampa,2/15/20,19
Tampa,3/15/20,24
Tampa,4/15/20,27
Tampa,5/15/20,26
Tampa,6/15/20,29
Tampa,7/15/20,31
Tampa,8/15/20,31
Tampa,9/15/20,29
Tampa,10/15/20,27
Tampa,11/15/20,25
Tampa,12/15/20,18
Worcester,1/15/20,4
Worcester,2/15/20,-7
Worcester,3/15/20,1
Worcester,4/15/20,6
Worcester,5/15/20,17
Worcester,6/15/20,19
Worcester,7/15/20,21
Worcester,8/15/20,20
Worcester,9/15/20,16
Worcester,10/15/20,15
Worcester,11/15/20,5
Worcester,12/15/20,-4
Northampton,1/15/20,6
Northampton,2/15/20,11
Northampton,3/15/20,8
Northampton,4/15/20,11
Northampton,5/15/20,11
Northampton,6/15/20,18
Northampton,7/15/20,15
Northampton,8/15/20,18
Northampton,9/15/20,21
Northampton,10/15/20,9
Northampton,11/15/20,9
Northampton,12/15/20,7
Cincinnati,1/15/20,10
Cincinnati,2/15/20,-1
Cincinnati,3/15/20,5
Cincinnati,4/15/20,7
Cincinnati,5/15/20,22
Cincinnati,6/15/20,18
Cincinnati,7/15/20,27
Cincinnati,8/15/20,24
Cincinnati,9/15/20,19
Cincinnati,10/15/20,15
Cincinnati,11/15/20,11
Cincinnati,12/15/20,0
Williamsburg,1/15/20,12
Williamsburg,2/15/20,1
Williamsburg,3/15/20,7
Williamsburg,4/15/20,6
Williamsburg,5/15/20,23
Williamsburg,6/15/20,20
Williamsburg,7/15/20,28
Williamsburg,8/15/20,26
Williamsburg,9/15/20,19
Williamsburg,10/15/20,19
Williamsburg,11/15/20,16
Williamsburg,12/15/20,2
Houghton,1/15/20,24
Houghton,2/15/20,19
Houghton,3/15/20,17
Houghton,4/15/20,22
Houghton,5/15/20,12
Houghton,6/15/20,13
Houghton,7/15/20,12
Houghton,8/15/20,11
Houghton,9/15/20,15
Houghton,10/15/20,22
Houghton,11/15/20,31
Houghton,12/15/20,24
Syracuse,1/15/20,3
Syracuse,2/15/20,-9
Syracuse,3/15/20,-1
Syracuse,4/15/20,4
Syracuse,5/15/20,16
Syracuse,6/15/20,18
Syracuse,7/15/20,23
Syracuse,8/15/20,22
Syracuse,9/15/20,14
Syracuse,10/15/20,16
Syracuse,11/15/20,7
Syracuse,12/15/20,-4
Lexington,1/15/20,12
Lexington,2/15/20,0
Lexington,3/15/20,4
Lexington,4/15/20,6
Lexington,5/15/20,20
Lexington,6/15/20,16
Lexington,7/15/20,25
Lexington,8/15/20,24
Lexington,9/15/20,18
Lexington,10/15/20,16
Lexington,11/15/20,10
Lexington,12/15/20,0
Albuquerque,1/15/20,6
Albuquerque,2/15/20,8
Albuquerque,3/15/20,13
Albuquerque,4/15/20,9
Albuquerque,5/15/20,21
Albuquerque,6/15/20,26
Albuquerque,7/15/20,28
Albuquerque,8/15/20,29
Albuquerque,9/15/20,24
Albuquerque,10/15/20,19
Albuquerque,11/15/20,10
Albuquerque,12/15/20,-1
Norman,1/15/20,13
Norman,2/15/20,9
Norman,3/15/20,9
Norman,4/15/20,9
Norman,5/15/20,24
Norman,6/15/20,27
Norman,7/15/20,33
Norman,8/15/20,31
Norman,9/15/20,23
Norman,10/15/20,18
Norman,11/15/20,12
Norman,12/15/20,1
Eugene,1/15/20,0
Eugene,2/15/20,4
Eugene,3/15/20,4
Eugene,4/15/20,13
Eugene,5/15/20,16
Eugene,6/15/20,12
Eugene,7/15/20,22
Eugene,8/15/20,26
Eugene,9/15/20,21
Eugene,10/15/20,12
Eugene,11/15/20,10
Eugene,12/15/20,6
Burlington,1/15/20,2
Burlington,2/15/20,-5
Burlington,3/15/20,-1
Burlington,4/15/20,2
Burlington,5/15/20,15
Burlington,6/15/20,16
Burlington,7/15/20,23
Burlington,8/15/20,21
Burlington,9/15/20,16
Burlington,10/15/20,14
Burlington,11/15/20,8
Burlington,12/15/20,-2
Hoboken,1/15/20,8
Hoboken,2/15/20,-3
Hoboken,3/15/20,8
Hoboken,4/15/20,9
Hoboken,5/15/20,23
Hoboken,6/15/20,21
Hoboken,7/15/20,26
Hoboken,8/15/20,26
Hoboken,9/15/20,18
Hoboken,10/15/20,20
Hoboken,11/15/20,12
Hoboken,12/15/20,1
Richmond,1/15/20,13
Richmond,2/15/20,2
Richmond,3/15/20,7
Richmond,4/15/20,7
Richmond,5/15/20,24
Richmond,6/15/20,21
Richmond,7/15/20,30
Richmond,8/15/20,25
Richmond,9/15/20,19
Richmond,10/15/20,19
Richmond,11/15/20,15
Richmond,12/15/20,2
Potsdam,1/15/20,9
Potsdam,2/15/20,7
Potsdam,3/15/20,7
Potsdam,4/15/20,9
Potsdam,5/15/20,11
Potsdam,6/15/20,22
Potsdam,7/15/20,17
Potsdam,8/15/20,23
Potsdam,9/15/20,25
Potsdam,10/15/20,11
Potsdam,11/15/20,12
Potsdam,12/15/20,6
Albany,1/15/20,4
Albany,2/15/20,-9
Albany,3/15/20,1
Albany,4/15/20,7
Albany,5/15/20,16
Albany,6/15/20,20
Albany,7/15/20,23
Albany,8/15/20,24
Albany,9/15/20,14
Albany,10/15/20,16
Albany,11/15/20,5
Albany,12/15/20,-3
Orlando,1/15/20,24
Orlando,2/15/20,20
Orlando,3/15/20,25
Orlando,4/15/20,28
Orlando,5/15/20,25
Orlando,6/15/20,28
Orlando,7/15/20,31
Orlando,8/15/20,31
Orlando,9/15/20,29
Orlando,10/15/20,28
Orlando,11/15/20,26
Orlando,12/15/20,20
Auburn,1/15/20,19
Auburn,2/15/20,8
Auburn,3/15/20,20
Auburn,4/15/20,13
Auburn,5/15/20,24
Auburn,6/15/20,26
Auburn,7/15/20,30
Auburn,8/15/20,27
Auburn,9/15/20,22
Auburn,10/15/20,24
Auburn,11/15/20,17
Auburn,12/15/20,9
Binghamton,1/15/20,4
Binghamton,2/15/20,-9
Binghamton,3/15/20,0
Binghamton,4/15/20,3
Binghamton,5/15/20,17
Binghamton,6/15/20,18
Binghamton,7/15/20,22
Binghamton,8/15/20,20
Binghamton,9/15/20,14
Binghamton,10/15/20,17
Binghamton,11/15/20,6
Binghamton,12/15/20,-4
Clemson,1/15/20,17
Clemson,2/15/20,4
Clemson,3/15/20,13
Clemson,4/15/20,13
Clemson,5/15/20,20
Clemson,6/15/20,19
Clemson,7/15/20,30
Clemson,8/15/20,28
Clemson,9/15/20,22
Clemson,10/15/20,20
Clemson,11/15/20,15
Clemson,12/15/20,6
Fairfax,1/15/20,11
Fairfax,2/15/20,1
Fairfax,3/15/20,7
Fairfax,4/15/20,8
Fairfax,5/15/20,23
Fairfax,6/15/20,21
Fairfax,7/15/20,29
Fairfax,8/15/20,22
Fairfax,9/15/20,20
Fairfax,10/15/20,19
Fairfax,11/15/20,13
Fairfax,12/15/20,1
Indianapolis,1/15/20,7
Indianapolis,2/15/20,-3
Indianapolis,3/15/20,4
Indianapolis,4/15/20,4
Indianapolis,5/15/20,20
Indianapolis,6/15/20,19
Indianapolis,7/15/20,26
Indianapolis,8/15/20,27
Indianapolis,9/15/20,19
Indianapolis,10/15/20,13
Indianapolis,11/15/20,9
Indianapolis,12/15/20,-1
Manhattan,1/15/20,1
Manhattan,2/15/20,6
Manhattan,3/15/20,4
Manhattan,4/15/20,7
Manhattan,5/15/20,19
Manhattan,6/15/20,27
Manhattan,7/15/20,25
Manhattan,8/15/20,23
Manhattan,9/15/20,22
Manhattan,10/15/20,12
Manhattan,11/15/20,10
Manhattan,12/15/20,0
Baton Rouge,1/15/20,22
Baton Rouge,2/15/20,11
Baton Rouge,3/15/20,24
Baton Rouge,4/15/20,14
Baton Rouge,5/15/20,25
Baton Rouge,6/15/20,28
Baton Rouge,7/15/20,30
Baton Rouge,8/15/20,30
Baton Rouge,9/15/20,26
Baton Rouge,10/15/20,25
Baton Rouge,11/15/20,19
Baton Rouge,12/15/20,10
Stillwater,1/15/20,11
Stillwater,2/15/20,9
Stillwater,3/15/20,8
Stillwater,4/15/20,10
Stillwater,5/15/20,23
Stillwater,6/15/20,27
Stillwater,7/15/20,31
Stillwater,8/15/20,30
Stillwater,9/15/20,24
Stillwater,10/15/20,16
Stillwater,11/15/20,11
Stillwater,12/15/20,0
Dallas,1/15/20,21
Dallas,2/15/20,10
Dallas,3/15/20,19
Dallas,4/15/20,15
Dallas,5/15/20,26
Dallas,6/15/20,30
Dallas,7/15/20,33
Dallas,8/15/20,36
Dallas,9/15/20,27
Dallas,10/15/20,23
Dallas,11/15/20,18
Dallas,12/15/20,8
Lubbock,1/15/20,12
Lubbock,2/15/20,11
Lubbock,3/15/20,11
Lubbock,4/15/20,9
Lubbock,5/15/20,27
Lubbock,6/15/20,26
Lubbock,7/15/20,33
Lubbock,8/15/20,30
Lubbock,9/15/20,22
Lubbock,10/15/20,16
Lubbock,11/15/20,11
Lubbock,12/15/20,3
Tuscaloosa,1/15/20,20
Tuscaloosa,2/15/20,8
Tuscaloosa,3/15/20,17
Tuscaloosa,4/15/20,12
Tuscaloosa,5/15/20,24
Tuscaloosa,6/15/20,26
Tuscaloosa,7/15/20,32
Tuscaloosa,8/15/20,29
Tuscaloosa,9/15/20,24
Tuscaloosa,10/15/20,23
Tuscaloosa,11/15/20,17
Tuscaloosa,12/15/20,8
West Hartford,1/15/20,6
West Hartford,2/15/20,-5
West Hartford,3/15/20,5
West Hartford,4/15/20,8
West Hartford,5/15/20,20
West Hartford,6/15/20,22
West Hartford,7/15/20,24
West Hartford,8/15/20,24
West Hartford,9/15/20,18
West Hartford,10/15/20,18
West Hartford,11/15/20,8
West Hartford,12/15/20,-1
Oxford,1/15/20,4
Oxford,2/15/20,8
Oxford,3/15/20,8
Oxford,4/15/20,12
Oxford,5/15/20,10
Oxford,6/15/20,18
Oxford,7/15/20,12
Oxford,8/15/20,18
Oxford,9/15/20,19
Oxford,10/15/20,8
Oxford,11/15/20,8
Oxford,12/15/20,6
Kansas City,1/15/20,5
Kansas City,2/15/20,3
Kansas City,3/15/20,4
Kansas City,4/15/20,7
Kansas City,5/15/20,20
Kansas City,6/15/20,26
Kansas City,7/15/20,26
Kansas City,8/15/20,23
Kansas City,9/15/20,21
Kansas City,10/15/20,12
Kansas City,11/15/20,10
Kansas City,12/15/20,0
San Antonio,1/15/20,22
San Antonio,2/15/20,13
San Antonio,3/15/20,22
San Antonio,4/15/20,16
San Antonio,5/15/20,26
San Antonio,6/15/20,28
San Antonio,7/15/20,32
San Antonio,8/15/20,35
San Antonio,9/15/20,28
San Antonio,10/15/20,28
San Antonio,11/15/20,20
San Antonio,12/15/20,12
Tulsa,1/15/20,13
Tulsa,2/15/20,8
Tulsa,3/15/20,9
Tulsa,4/15/20,11
Tulsa,5/15/20,23
Tulsa,6/15/20,27
Tulsa,7/15/20,33
Tulsa,8/15/20,30
Tulsa,9/15/20,24
Tulsa,10/15/20,17
Tulsa,11/15/20,12
Tulsa,12/15/20,1
Milwaukee,1/15/20,-1
Milwaukee,2/15/20,-5
Milwaukee,3/15/20,0
Milwaukee,4/15/20,1
Milwaukee,5/15/20,18
Milwaukee,6/15/20,16
Milwaukee,7/15/20,24
Milwaukee,8/15/20,24
Milwaukee,9/15/20,19
Milwaukee,10/15/20,9
Milwaukee,11/15/20,3
Milwaukee,12/15/20,-4
Laramie,1/15/20,-10
Laramie,2/15/20,-5
Laramie,3/15/20,5
Laramie,4/15/20,-1
Laramie,5/15/20,9
Laramie,6/15/20,18
Laramie,7/15/20,20
Laramie,8/15/20,23
Laramie,9/15/20,19
Laramie,10/15/20,2
Laramie,11/15/20,0
Laramie,12/15/20,-7
Morgantown,1/15/20,9
Morgantown,2/15/20,-2
Morgantown,3/15/20,4
Morgantown,4/15/20,4
Morgantown,5/15/20,21
Morgantown,6/15/20,18
Morgantown,7/15/20,27
Morgantown,8/15/20,19
Morgantown,9/15/20,19
Morgantown,10/15/20,16
Morgantown,11/15/20,9
Morgantown,12/15/20,-2
Waco,1/15/20,21
Waco,2/15/20,10
Waco,3/15/20,21
Waco,4/15/20,11
Waco,5/15/20,26
Waco,6/15/20,28
Waco,7/15/20,32
Waco,8/15/20,36
Waco,9/15/20,26
Waco,10/15/20,25
Waco,11/15/20,16
Waco,12/15/20,10
Provo,1/15/20,-4
Provo,2/15/20,0
Provo,3/15/20,7
Provo,4/15/20,4
Provo,5/15/20,13
Provo,6/15/20,17
Provo,7/15/20,25
Provo,8/15/20,25
Provo,9/15/20,23
Provo,10/15/20,10
Provo,11/15/20,6
Provo,12/15/20,-4
Boca Raton,1/15/20,24
Boca Raton,2/15/20,24
Boca Raton,3/15/20,25
Boca Raton,4/15/20,29
Boca Raton,5/15/20,24
Boca Raton,6/15/20,29
Boca Raton,7/15/20,30
Boca Raton,8/15/20,30
Boca Raton,9/15/20,30
Boca Raton,10/15/20,29
Boca Raton,11/15/20,27
Boca Raton,12/15/20,24
Kent,1/15/20,-3
Kent,2/15/20,6
Kent,3/15/20,2
Kent,4/15/20,15
Kent,5/15/20,16
Kent,6/15/20,13
Kent,7/15/20,24
Kent,8/15/20,25
Kent,9/15/20,24
Kent,10/15/20,13
Kent,11/15/20,9
Kent,12/15/20,6
Starkville,1/15/20,20
Starkville,2/15/20,6
Starkville,3/15/20,14
Starkville,4/15/20,10
Starkville,5/15/20,23
Starkville,6/15/20,26
Starkville,7/15/20,31
Starkville,8/15/20,29
Starkville,9/15/20,25
Starkville,10/15/20,22
Starkville,11/15/20,16
Starkville,12/15/20,6
Flagstaff,1/15/20,3
Flagstaff,2/15/20,4
Flagstaff,3/15/20,6
Flagstaff,4/15/20,8
Flagstaff,5/15/20,16
Flagstaff,6/15/20,20
Flagstaff,7/15/20,25
Flagstaff,8/15/20,28
Flagstaff,9/15/20,21
Flagstaff,10/15/20,20
Flagstaff,11/15/20,11
Flagstaff,12/15/20,-1
Portland,1/15/20,-1
Portland,2/15/20,5
Portland,3/15/20,2
Portland,4/15/20,15
Portland,5/15/20,17
Portland,6/15/20,14
Portland,7/15/20,23
Portland,8/15/20,27
Portland,9/15/20,21
Portland,10/15/20,14
Portland,11/15/20,10
Portland,12/15/20,7
Arlington,1/15/20,21
Arlington,2/15/20,10
Arlington,3/15/20,20
Arlington,4/15/20,13
Arlington,5/15/20,26
Arlington,6/15/20,29
Arlington,7/15/20,32
Arlington,8/15/20,36
Arlington,9/15/20,27
Arlington,10/15/20,23
Arlington,11/15/20,18
Arlington,12/15/20,9
Fayetteville,1/15/20,19
Fayetteville,2/15/20,4
Fayetteville,3/15/20,10
Fayetteville,4/15/20,9
Fayetteville,5/15/20,22
Fayetteville,6/15/20,19
Fayetteville,7/15/20,30
Fayetteville,8/15/20,28
Fayetteville,9/15/20,22
Fayetteville,10/15/20,21
Fayetteville,11/15/20,20
Fayetteville,12/15/20,5
Missoula,1/15/20,-10
Missoula,2/15/20,-2
Missoula,3/15/20,-8
Missoula,4/15/20,2
Missoula,5/15/20,8
Missoula,6/15/20,10
Missoula,7/15/20,20
Missoula,8/15/20,22
Missoula,9/15/20,21
Missoula,10/15/20,4
Missoula,11/15/20,-1
Missoula,12/15/20,-3
Charlotte,1/15/20,17
Charlotte,2/15/20,4
Charlotte,3/15/20,11
Charlotte,4/15/20,11
Charlotte,5/15/20,21
Charlotte,6/15/20,17
Charlotte,7/15/20,30
Charlotte,8/15/20,29
Charlotte,9/15/20,22
Charlotte,10/15/20,20
Charlotte,11/15/20,17
Charlotte,12/15/20,5
Denton,1/15/20,20
Denton,2/15/20,10
Denton,3/15/20,17
Denton,4/15/20,11
Denton,5/15/20,25
Denton,6/15/20,28
Denton,7/15/20,32
Denton,8/15/20,32
Denton,9/15/20,25
Denton,10/15/20,21
Denton,11/15/20,14
Denton,12/15/20,8
Kingston,1/15/20,5
Kingston,2/15/20,-6
Kingston,3/15/20,3
Kingston,4/15/20,7
Kingston,5/15/20,19
Kingston,6/15/20,20
Kingston,7/15/20,23
Kingston,8/15/20,23
Kingston,9/15/20,15
Kingston,10/15/20,16
Kingston,11/15/20,5
Kingston,12/15/20,-2
San Francisco,1/15/20,9
San Francisco,2/15/20,15
San Francisco,3/15/20,10
San Francisco,4/15/20,18
San Francisco,5/15/20,16
San Francisco,6/15/20,17
San Francisco,7/15/20,18
San Francisco,8/15/20,23
San Francisco,9/15/20,20
San Francisco,10/15/20,26
San Francisco,11/15/20,14
San Francisco,12/15/20,11
Mobile,1/15/20,22
Mobile,2/15/20,11
Mobile,3/15/20,24
Mobile,4/15/20,16
Mobile,5/15/20,22
Mobile,6/15/20,29
Mobile,7/15/20,31
Mobile,8/15/20,30
Mobile,9/15/20,25
Mobile,10/15/20,26
Mobile,11/15/20,21
Mobile,12/15/20,11
El Paso,1/15/20,14
El Paso,2/15/20,14
El Paso,3/15/20,18
El Paso,4/15/20,15
El Paso,5/15/20,25
El Paso,6/15/20,28
El Paso,7/15/20,32
El Paso,8/15/20,33
El Paso,9/15/20,25
El Paso,10/15/20,22
El Paso,11/15/20,16
El Paso,12/15/20,7
Stockton,1/15/20,8
Stockton,2/15/20,15
Stockton,3/15/20,9
Stockton,4/15/20,21
Stockton,5/15/20,21
Stockton,6/15/20,25
Stockton,7/15/20,30
Stockton,8/15/20,35
Stockton,9/15/20,28
Stockton,10/15/20,28
Stockton,11/15/20,16
Stockton,12/15/20,10
Logan,1/15/20,-10
Logan,2/15/20,-7
Logan,3/15/20,3
Logan,4/15/20,0
Logan,5/15/20,6
Logan,6/15/20,13
Logan,7/15/20,20
Logan,8/15/20,27
Logan,9/15/20,22
Logan,10/15/20,2
Logan,11/15/20,-4
Logan,12/15/20,-12
Kalamazoo,1/15/20,1
Kalamazoo,2/15/20,-6
Kalamazoo,3/15/20,2
Kalamazoo,4/15/20,2
Kalamazoo,5/15/20,18
Kalamazoo,6/15/20,16
Kalamazoo,7/15/20,23
Kalamazoo,8/15/20,23
Kalamazoo,9/15/20,15
Kalamazoo,10/15/20,10
Kalamazoo,11/15/20,6
Kalamazoo,12/15/20,-3
Terre Haute,1/15/20,8
Terre Haute,2/15/20,-3
Terre Haute,3/15/20,4
Terre Haute,4/15/20,4
Terre Haute,5/15/20,21
Terre Haute,6/15/20,17
Terre Haute,7/15/20,24
Terre Haute,8/15/20,24
Terre Haute,9/15/20,17
Terre Haute,10/15/20,13
Terre Haute,11/15/20,9
Terre Haute,12/15/20,0
